name	median	lower	upper	bulk_ess	tail_ess	rhat	idx	id
ind_log_prob_mi[1037]	-27.796799999999998	-31.7267	-22.509	10434.608524164383	6090.181590338122	1.000165858315652	1037	1037
ind_log_prob_mi[1038]	-17.9894	-29.8437	-7.91765	11844.646256989296	4598.305059141305	0.9999984184690923	1038	1038
ind_log_prob_mi[1039]	-21.414450000000002	-29.3072	-11.7085	11888.164269376124	4933.6546482539625	1.0002903332317785	1039	1039
ind_log_prob_mi[103]	-35.13275	-37.7426	-32.5127	8100.94065071711	6024.3471947261305	0.9999431688243011	103	103
ind_log_prob_mi[1040]	-7.559675	-14.3864	-2.23157	9253.931481213249	5242.232666948492	0.9999864730508169	1040	1040
ind_log_prob_mi[1041]	-31.6544	-40.312	-21.5584	12354.2937441395	5149.752796190228	0.9999447803226774	1041	1041
ind_log_prob_mi[1042]	-29.469749999999998	-39.3448	-18.0922	12144.082793885344	5134.2894114996025	1.0003198656264696	1042	1042
ind_log_prob_mi[1043]	-32.1635	-36.2581	-25.5114	12353.211256654638	5915.05278875533	1.0000591078813241	1043	1043
ind_log_prob_mi[1044]	-25.228099999999998	-36.9034	-14.2923	10588.076965888333	5798.708770172099	1.0006376503376668	1044	1044
ind_log_prob_mi[1045]	-28.441200000000002	-34.1887	-20.673	12866.046953033754	5258.059354775063	0.9998817899690773	1045	1045
ind_log_prob_mi[1046]	-29.18885	-39.9321	-17.9415	12196.972638426127	4621.552308303226	1.0000762418397462	1046	1046
ind_log_prob_mi[1047]	0	-8.88178e-16	8.88178e-16	7736.54902993185	NA	1.0001031646956808	1047	1047
ind_log_prob_mi[1048]	-32.4683	-36.7946	-26.5667	10547.70151051461	6043.632973972199	0.9999117703135292	1048	1048
ind_log_prob_mi[1049]	-29.7024	-32.3356	-26.8378	9040.432509477512	6341.461430176558	1.000018498838237	1049	1049
ind_log_prob_mi[104]	-12.231	-21.6688	-3.59535	11423.703698446647	5730.974068217224	1.0002778330149154	104	104
ind_log_prob_mi[1050]	-11.642150000000001	-20.8943	-2.9529	11137.822742805853	5233.1983903623795	1.0003304481423814	1050	1050
ind_log_prob_mi[1051]	-38.2767	-44.4431	-29.4159	12161.340426149756	5583.347597238972	0.9999830365646384	1051	1051
ind_log_prob_mi[1052]	-23.26735	-34.45	-11.4732	11479.839801715132	5532.338906046711	1.0000285320879696	1052	1052
ind_log_prob_mi[1053]	-24.822400000000002	-36.55	-13.3992	10481.88161791008	5283.521723634501	1.0002368135332034	1053	1053
ind_log_prob_mi[1054]	-24.292749999999998	-35.949	-12.5495	9745.723777217845	5503.134869796462	0.9999993963494027	1054	1054
ind_log_prob_mi[1055]	-24.0469	-35.0589	-12.773	12613.808951940686	5362.875835472178	0.9999657972777756	1055	1055
ind_log_prob_mi[1056]	-3.117075	-7.29037	-0.622511	13262.627927645139	4840.009392250221	1.0002481653441038	1056	1056
